community,size,internal_edges,internal_density,mean_response,mean_T,std_T,mean_E,std_E,mean_S,std_S,mean_V,std_V
0,12,21,0.3181818181818182,0.9805555555555555,0.8111111111111111,1.0399231218302603,0.9833333333333333,1.0907175640234614,1.1055555555555556,0.8015154795357629,1.0222222222222221,0.7906969950941384
1,8,12,0.42857142857142855,1.1041666666666667,0.775,1.0726743457829317,0.875,1.2739305945238404,1.2416666666666667,0.8598986977011439,1.525,0.8092168638709337
2,7,11,0.5238095238095238,1.2785714285714285,0.9333333333333333,0.9432622062521056,1.1904761904761905,1.1443442705426587,1.3714285714285714,0.9120680522132829,1.619047619047619,0.5612649240940635
3,12,25,0.3787878787878788,0.9638888888888889,0.9111111111111111,0.9110672045861937,0.8055555555555556,0.8194372113011787,1.0055555555555555,0.8422981479741573,1.1333333333333333,0.7578269432909163
4,9,18,0.5,1.3277777777777777,1.362962962962963,0.8517533050407681,0.7851851851851852,1.3066145452765083,1.5333333333333334,0.6889316843284549,1.6296296296296295,0.6198307513423026
5,16,44,0.36666666666666664,1.3,0.9291666666666667,1.0624748745901174,1.0,1.2238904974673164,1.6083333333333334,0.5828200571084714,1.6625,0.5626539770657893
6,15,26,0.24761904761904763,1.1288888888888888,1.12,0.9396047801374484,0.92,1.107119815428432,1.2177777777777778,0.8512828787674164,1.2577777777777779,0.7764643104462853
7,8,10,0.35714285714285715,1.0895833333333333,1.15,0.9226377968637968,0.6666666666666666,1.1691649920825906,1.1083333333333334,1.0273228104460375,1.4333333333333333,0.785727017976798
